day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
1;194600;RAINFOREST_RESIN;9992;31;;;;;9999;1;10008;31;;;9995.5;2028.0
1;194700;SQUID_INK;1914;30;;;;;1916;1;1917;30;;;1915.0;-7049.8828125
1;194700;KELP;2033;30;;;;;2035;1;2036;30;;;2034.0;0.0
1;194700;RAINFOREST_RESIN;10000;5;9992;27;;;10008;27;;;;;10004.0;2029.0
1;194800;SQUID_INK;1914;24;;;;;1917;24;;;;;1915.5;-7032.015625
1;194800;RAINFOREST_RESIN;9992;25;;;;;10008;25;;;;;10000.0;2029.0
1;194800;KELP;2033;2;2032;22;;;2036;24;;;;;2034.5;0.0
1;194900;KELP;2032;27;;;;;2036;27;;;;;2034.0;0.0
1;194900;RAINFOREST_RESIN;9992;33;;;;;10008;33;;;;;10000.0;2029.0
1;194900;SQUID_INK;1915;27;;;;;1918;1;1919;26;;;1916.5;-7097.2421875
1;195000;SQUID_INK;1916;29;;;;;1919;29;;;;;1917.5;-7126.0625
1;195000;RAINFOREST_RESIN;9992;34;;;;;10008;34;;;;;10000.0;2029.0
1;195000;KELP;2032;29;;;;;2036;29;;;;;2034.0;0.0
1;195100;SQUID_INK;1915;23;;;;;1917;6;1918;23;;;1916.0;-7093.59375
1;195100;KELP;2032;23;;;;;2034;6;2036;23;;;2033.0;0.0
1;195100;RAINFOREST_RESIN;9992;25;;;;;10008;25;;;;;10000.0;2029.0
1;195200;SQUID_INK;1915;37;;;;;1916;6;1918;29;;;1915.5;-7089.1015625
1;195200;RAINFOREST_RESIN;9992;33;;;;;9999;1;10008;33;;;9995.5;2029.0
1;195200;KELP;2033;8;2032;29;;;2034;6;2036;29;;;2033.5;0.0
1;195300;KELP;2032;23;;;;;2036;23;;;;;2034.0;0.0
1;195300;SQUID_INK;1916;23;;;;;1919;23;;;;;1917.5;-7111.890625
1;195300;RAINFOREST_RESIN;9992;25;;;;;10008;25;;;;;10000.0;2030.0
1;195400;RAINFOREST_RESIN;9997;2;9992;28;;;9999;1;10008;28;;;9998.0;2030.0
1;195400;KELP;2032;29;;;;;2034;6;2036;29;;;2033.0;0.0
1;195400;SQUID_INK;1916;29;;;;;1918;6;1920;29;;;1917.0;-7139.625
1;195500;KELP;2032;27;;;;;2036;27;;;;;2034.0;0.0
1;195500;SQUID_INK;1917;27;;;;;1920;27;;;;;1918.5;-7156.2890625
1;195500;RAINFOREST_RESIN;9992;30;;;;;10008;30;;;;;10000.0;2031.0
1;195600;SQUID_INK;1918;30;;;;;1921;30;;;;;1919.5;-7185.125
1;195600;RAINFOREST_RESIN;10001;1;9992;26;;;10008;26;;;;;10004.5;2031.0
1;195600;KELP;2033;30;;;;;2036;30;;;;;2034.5;0.0
1;195700;KELP;2033;26;;;;;2036;26;;;;;2034.5;0.0
1;195700;SQUID_INK;1917;26;;;;;1920;26;;;;;1918.5;-7151.1015625
1;195700;RAINFOREST_RESIN;9992;30;;;;;10008;30;;;;;10000.0;2032.0
1;195800;RAINFOREST_RESIN;9997;4;9992;27;;;9998;5;10008;27;;;9997.5;2032.0
1;195800;KELP;2033;24;;;;;2036;24;;;;;2034.5;0.0
1;195800;SQUID_INK;1918;24;;;;;1921;24;;;;;1919.5;-7201.96875
1;195900;KELP;2033;21;;;;;2036;21;;;;;2034.5;0.0
1;195900;SQUID_INK;1920;21;;;;;1923;21;;;;;1921.5;-7255.7109375
1;195900;RAINFOREST_RESIN;9992;26;;;;;10008;26;;;;;10000.0;2042.0
1;196000;SQUID_INK;1919;23;;;;;1922;22;;;;;1920.5;-7220.625
1;196000;RAINFOREST_RESIN;9992;25;;;;;10008;25;;;;;10000.0;2042.0
1;196000;KELP;2033;23;;;;;2036;22;;;;;2034.5;0.0
1;196100;KELP;2033;22;;;;;2036;22;;;;;2034.5;0.0
1;196100;SQUID_INK;1920;22;;;;;1924;22;;;;;1922.0;-7281.6875
1;196100;RAINFOREST_RESIN;9992;26;;;;;10008;26;;;;;10000.0;2042.0
1;196200;RAINFOREST_RESIN;9992;28;;;;;10003;3;10008;28;;;9997.5;2042.0
1;196200;KELP;2033;30;;;;;2036;29;;;;;2034.5;0.0
1;196200;SQUID_INK;1922;30;;;;;1925;29;;;;;1923.5;-7332.6171875
1;196300;SQUID_INK;1922;1;1921;27;;;1923;6;1925;28;;;1922.5;-7323.7890625
1;196300;KELP;2032;28;;;;;2034;6;2035;1;2036;27;2033.0;0.0
1;196300;RAINFOREST_RESIN;9992;29;;;;;10008;29;;;;;10000.0;2042.0
1;196400;SQUID_INK;1921;28;;;;;1924;28;;;;;1922.5;-7288.5625
1;196400;RAINFOREST_RESIN;9992;32;;;;;10008;32;;;;;10000.0;2042.0
1;196400;KELP;2032;28;;;;;2035;28;;;;;2033.5;0.0
1;196500;SQUID_INK;1922;28;;;;;1926;28;;;;;1924.0;-7357.484375
1;196500;KELP;2032;28;;;;;2036;28;;;;;2034.0;0.0
1;196500;RAINFOREST_RESIN;9992;26;;;;;10008;26;;;;;10000.0;2042.0
1;196600;RAINFOREST_RESIN;9992;28;;;;;10008;28;;;;;10000.0;2042.0
1;196600;KELP;2032;29;;;;;2035;2;2036;27;;;2033.5;0.0
1;196600;SQUID_INK;1923;29;;;;;1926;29;;;;;1924.5;-7366.03125
1;196700;SQUID_INK;1923;31;;;;;1926;31;;;;;1924.5;-7380.6171875
1;196700;KELP;2032;31;;;;;2035;31;;;;;2033.5;0.0
1;196700;RAINFOREST_RESIN;9992;25;;;;;10008;25;;;;;10000.0;2042.0
1;196800;SQUID_INK;1922;29;;;;;1926;29;;;;;1924.0;-7356.65625
1;196800;RAINFOREST_RESIN;9992;28;;;;;10008;28;;;;;10000.0;2042.0
1;196800;KELP;2032;29;;;;;2036;29;;;;;2034.0;0.0
1;196900;SQUID_INK;1921;6;1920;26;;;1924;26;;;;;1922.5;-7281.4765625
1;196900;KELP;2032;32;;;;;2035;26;;;;;2033.5;0.0
1;196900;RAINFOREST_RESIN;9992;30;;;;;10008;30;;;;;10000.0;2042.0
1;197000;RAINFOREST_RESIN;9992;25;;;;;9999;1;10008;25;;;9995.5;2042.0
1;197000;KELP;2034;4;2032;30;;;2035;22;;;;;2034.5;0.0
1;197000;SQUID_INK;1923;4;1922;10;1921;20;1925;22;;;;;1924.0;-7324.3515625
1;197100;SQUID_INK;1922;30;;;;;1925;30;;;;;1923.5;-7337.2265625
1;197100;KELP;2032;30;;;;;2035;30;;;;;2033.5;0.0
1;197100;RAINFOREST_RESIN;10001;1;9992;31;;;10008;31;;;;;10004.5;2043.0
1;197200;SQUID_INK;1923;3;1922;26;;;1926;26;;;;;1924.5;-7352.625
1;197200;RAINFOREST_RESIN;9992;27;;;;;10008;27;;;;;10000.0;2044.0
1;197200;KELP;2032;29;;;;;2035;26;;;;;2033.5;0.0
1;197300;SQUID_INK;1922;27;;;;;1925;27;;;;;1923.5;-7332.2109375
1;197300;KELP;2032;27;;;;;2035;27;;;;;2033.5;0.0
1;197300;RAINFOREST_RESIN;9992;35;;;;;10008;35;;;;;10000.0;2044.0
1;197400;RAINFOREST_RESIN;9992;29;;;;;10008;29;;;;;10000.0;2044.0
1;197400;KELP;2032;29;;;;;2035;29;;;;;2033.5;0.0
1;197400;SQUID_INK;1922;29;;;;;1925;29;;;;;1923.5;-7356.8203125
1;197500;KELP;2032;21;;;;;2035;21;;;;;2033.5;0.0
1;197500;SQUID_INK;1923;1;1922;20;;;1926;21;;;;;1924.5;-7388.296875
1;197500;RAINFOREST_RESIN;10001;1;9992;30;;;10008;30;;;;;10004.5;2044.0
1;197600;KELP;2032;24;;;;;2035;24;;;;;2033.5;0.0
1;197600;SQUID_INK;1924;24;;;;;1927;24;;;;;1925.5;-7451.34375
1;197600;RAINFOREST_RESIN;9992;26;;;;;10008;26;;;;;10000.0;2045.0
1;197700;SQUID_INK;1920;26;;;;;1922;2;1923;2;1924;24;1921.0;-7401.42578125
1;197700;RAINFOREST_RESIN;9992;28;;;;;10008;28;;;;;10000.0;2045.0
1;197700;KELP;2032;26;;;;;2034;2;2035;2;2036;24;2033.0;0.0
1;197800;RAINFOREST_RESIN;9992;25;;;;;10008;25;;;;;10000.0;2045.0
1;197800;KELP;2032;25;;;;;2035;25;;;;;2033.5;0.0
1;197800;SQUID_INK;1922;25;;;;;1925;25;;;;;1923.5;-7522.109375
1;197900;KELP;2032;24;;;;;2036;24;;;;;2034.0;0.0
1;197900;SQUID_INK;1920;24;;;;;1924;24;;;;;1922.0;-7458.3046875
1;197900;RAINFOREST_RESIN;9992;27;;;;;10008;27;;;;;10000.0;2045.0
1;198000;KELP;2032;24;;;;;2034;1;2035;24;;;2033.0;0.0
1;198000;SQUID_INK;1921;24;;;;;1923;1;1924;24;;;1922.0;-7476.71875
1;198000;RAINFOREST_RESIN;9992;34;;;;;10008;34;;;;;10000.0;2045.0
1;198100;SQUID_INK;1921;22;;;;;1924;22;;;;;1922.5;-7481.46875
1;198100;RAINFOREST_RESIN;9992;29;;;;;10008;29;;;;;10000.0;2045.0
1;198100;KELP;2032;22;;;;;2035;22;;;;;2033.5;0.0
1;198200;RAINFOREST_RESIN;9992;32;;;;;10008;32;;;;;10000.0;2045.0
1;198200;KELP;2032;25;;;;;2035;23;;;;;2033.5;0.0
1;198200;SQUID_INK;1922;2;1921;23;;;1924;23;;;;;1923.0;-7489.8203125
1;198300;KELP;2034;1;2032;33;;;2035;1;2036;28;;;2034.5;0.0
1;198300;SQUID_INK;1922;1;1920;33;;;1923;29;;;;;1922.5;-7434.8203125
1;198300;RAINFOREST_RESIN;9992;32;;;;;10008;32;;;;;10000.0;2045.0
1;198400;KELP;2032;22;;;;;2035;23;;;;;2033.5;0.0
1;198400;SQUID_INK;1922;22;;;;;1925;23;;;;;1923.5;-7520.5234375
1;198400;RAINFOREST_RESIN;9992;33;;;;;10008;33;;;;;10000.0;2045.0
1;198500;SQUID_INK;1921;24;;;;;1925;24;;;;;1923.0;-7494.0
1;198500;RAINFOREST_RESIN;10002;3;9992;35;;;10008;35;;;;;10005.0;2045.0
1;198500;KELP;2032;24;;;;;2035;24;;;;;2033.5;0.0
1;198600;RAINFOREST_RESIN;10001;1;9992;28;;;10008;28;;;;;10004.5;2051.0
1;198600;KELP;2032;22;;;;;2035;22;;;;;2033.5;0.0
1;198600;SQUID_INK;1922;22;;;;;1925;22;;;;;1923.5;-7553.08984375
1;198700;KELP;2032;27;;;;;2035;28;;;;;2033.5;0.0
1;198700;SQUID_INK;1922;27;;;;;1925;28;;;;;1923.5;-7566.109375
1;198700;RAINFOREST_RESIN;9992;34;;;;;9999;1;10008;34;;;9995.5;2052.0
1;198800;KELP;2032;25;;;;;2035;25;;;;;2033.5;0.0
1;198800;SQUID_INK;1922;25;;;;;1925;25;;;;;1923.5;-7564.13671875
1;198800;RAINFOREST_RESIN;9992;34;;;;;10008;34;;;;;10000.0;2053.0
1;198900;SQUID_INK;1922;8;1921;29;;;1924;29;;;;;1923.0;-7543.4609375
1;198900;RAINFOREST_RESIN;9992;31;;;;;10008;31;;;;;10000.0;2053.0
1;198900;KELP;2032;37;;;;;2035;29;;;;;2033.5;0.0
1;199000;RAINFOREST_RESIN;9992;32;;;;;10008;32;;;;;10000.0;2053.0
1;199000;KELP;2032;21;;;;;2035;21;;;;;2033.5;0.0
1;199000;SQUID_INK;1920;21;;;;;1924;21;;;;;1922.0;-7522.0625
1;199100;KELP;2034;1;2032;26;;;2035;26;;;;;2034.5;0.0
1;199100;SQUID_INK;1922;1;1920;26;;;1923;26;;;;;1922.5;-7509.42578125
1;199100;RAINFOREST_RESIN;9992;35;;;;;10008;35;;;;;10000.0;2053.0
1;199200;KELP;2033;4;2032;30;;;2034;6;2035;30;;;2033.5;0.0
1;199200;SQUID_INK;1920;30;;;;;1922;2;1923;30;;;1921.0;-7511.515625
1;199200;RAINFOREST_RESIN;9992;27;;;;;10008;27;;;;;10000.0;2053.0
1;199300;SQUID_INK;1921;23;;;;;1924;22;;;;;1922.5;-7542.26171875
1;199300;RAINFOREST_RESIN;9992;33;;;;;10003;7;10008;33;;;9997.5;2053.0
1;199300;KELP;2032;23;;;;;2035;22;;;;;2033.5;0.0
1;199400;RAINFOREST_RESIN;9992;31;;;;;10008;31;;;;;10000.0;2053.0
1;199400;KELP;2032;23;;;;;2035;24;;;;;2033.5;0.0
1;199400;SQUID_INK;1920;23;;;;;1924;24;;;;;1922.0;-7521.8671875
1;199500;KELP;2032;27;;;;;2035;27;;;;;2033.5;0.0
1;199500;SQUID_INK;1922;27;;;;;1925;27;;;;;1923.5;-7554.39453125
1;199500;RAINFOREST_RESIN;9992;29;;;;;10008;29;;;;;10000.0;2053.0
1;199600;KELP;2032;28;;;;;2034;5;2035;28;;;2033.0;0.0
1;199600;SQUID_INK;1922;2;1921;26;;;1923;5;1925;28;;;1922.5;-7551.8828125
1;199600;RAINFOREST_RESIN;9992;28;;;;;10008;28;;;;;10000.0;2053.0
1;199700;RAINFOREST_RESIN;9992;29;;;;;10003;5;10008;29;;;9997.5;2053.0
1;199700;SQUID_INK;1923;31;;;;;1926;23;;;;;1924.5;-7597.26953125
1;199700;KELP;2032;31;;;;;2035;23;;;;;2033.5;0.0
1;199800;RAINFOREST_RESIN;9992;34;;;;;10008;34;;;;;10000.0;2053.0
1;199800;KELP;2032;28;;;;;2034;4;2035;28;;;2033.0;0.0
1;199800;SQUID_INK;1923;28;;;;;1925;4;1926;28;;;1924.0;-7624.74658203125
1;199900;KELP;2032;23;;;;;2033;4;2035;23;;;2032.5;0.0
1;199900;RAINFOREST_RESIN;9992;26;;;;;10008;26;;;;;10000.0;2053.0
1;199900;SQUID_INK;1922;23;;;;;1923;4;1925;23;;;1922.5;-7621.37744140625
1;200000;KELP;2032;32;;;;;2035;32;;;;;2033.5;0.0
1;200000;SQUID_INK;1922;32;;;;;1925;32;;;;;1923.5;-7620.10546875
1;200000;RAINFOREST_RESIN;9992;32;;;;;10008;32;;;;;10000.0;2053.0
1;200100;RAINFOREST_RESIN;9992;30;;;;;10008;30;;;;;10000.0;2053.0
1;200100;SQUID_INK;1924;20;;;;;1926;4;1927;20;;;1925.0;-7629.47900390625
1;200100;KELP;2032;20;;;;;2034;4;2035;20;;;2033.0;0.0
1;200200;RAINFOREST_RESIN;9992;26;;;;;10008;26;;;;;10000.0;2053.0
1;200200;KELP;2032;33;;;;;2035;30;;;;;2033.5;0.0
1;200200;SQUID_INK;1925;3;1924;30;;;1927;30;;;;;1926.0;-7630.2685546875
1;200300;KELP;2032;24;;;;;2035;24;;;;;2033.5;0.0
1;200300;RAINFOREST_RESIN;9992;26;;;;;10008;26;;;;;10000.0;2053.0
1;200300;SQUID_INK;1925;24;;;;;1928;24;;;;;1926.5;-7632.3017578125
1;200400;KELP;2034;1;2032;25;;;2035;25;;;;;2034.5;0.0
1;200400;SQUID_INK;1926;1;1924;25;;;1927;25;;;;;1926.5;-7630.29833984375
1;200400;RAINFOREST_RESIN;9992;32;;;;;10008;32;;;;;10000.0;2053.0
1;200500;RAINFOREST_RESIN;10001;1;9992;25;;;10008;25;;;;;10004.5;2053.0
1;200500;SQUID_INK;1925;21;;;;;1929;21;;;;;1927.0;-7635.09716796875
1;200500;KELP;2032;21;;;;;2035;21;;;;;2033.5;0.0
1;200600;RAINFOREST_RESIN;9992;26;;;;;10008;26;;;;;10000.0;2054.0
1;200600;KELP;2032;1;2031;25;;;2035;26;;;;;2033.5;0.0
1;200600;SQUID_INK;1925;26;;;;;1928;1;1929;25;;;1926.5;-7634.62646484375
1;200700;KELP;2031;23;;;;;2035;23;;;;;2033.0;0.0
1;200700;RAINFOREST_RESIN;9992;28;;;;;10008;28;;;;;10000.0;2054.0
1;200700;SQUID_INK;1925;23;;;;;1928;23;;;;;1926.5;-7634.1005859375
1;200800;SQUID_INK;1925;24;;;;;1928;24;;;;;1926.5;-7634.150390625
1;200800;KELP;2032;24;;;;;2035;24;;;;;2033.5;0.0
1;200800;RAINFOREST_RESIN;9992;34;;;;;9999;1;10008;34;;;9995.5;2054.0
1;200900;RAINFOREST_RESIN;9992;33;;;;;9999;1;10008;33;;;9995.5;2055.0
1;200900;SQUID_INK;1927;27;;;;;1930;30;;;;;1928.5;-7640.98291015625
1;200900;KELP;2031;29;;;;;2032;2;2035;30;;;2031.5;0.0
1;201000;RAINFOREST_RESIN;9997;2;9992;31;;;10008;31;;;;;10002.5;2056.0
1;201000;SQUID_INK;1928;22;;;;;1932;22;;;;;1930.0;-7647.04150390625
1;201000;KELP;2032;22;;;;;2035;22;;;;;2033.5;0.0
1;201100;KELP;2032;31;;;;;2035;29;;;;;2033.5;0.0
1;201100;RAINFOREST_RESIN;9992;33;;;;;10008;33;;;;;10000.0;2056.0
1;201100;SQUID_INK;1930;2;1929;29;;;1933;29;;;;;1931.5;-7651.12060546875
1;201200;SQUID_INK;1928;26;;;;;1931;26;;;;;1929.5;-7645.55859375
1;201200;KELP;2032;26;;;;;2035;26;;;;;2033.5;0.0
1;201200;RAINFOREST_RESIN;9992;27;;;;;10008;27;;;;;10000.0;2056.0
1;201300;RAINFOREST_RESIN;10001;1;9992;35;;;10008;35;;;;;10004.5;2056.0
1;201300;SQUID_INK;1928;26;;;;;1931;26;;;;;1929.5;-7643.66650390625
1;201300;KELP;2032;26;;;;;2035;26;;;;;2033.5;0.0
1;201400;RAINFOREST_RESIN;9992;28;;;;;9997;10;10003;7;10008;28;9994.5;2057.0
1;201400;SQUID_INK;1928;23;;;;;1930;1;1931;23;;;1929.0;-7645.43017578125
1;201400;KELP;2032;23;;;;;2034;1;2035;23;;;2033.0;0.0
1;201500;KELP;2032;22;;;;;2035;22;;;;;2033.5;0.0
1;201500;RAINFOREST_RESIN;9992;26;;;;;10008;26;;;;;10000.0;2087.0
1;201500;SQUID_INK;1929;22;;;;;1932;22;;;;;1930.5;-7648.05517578125
1;201600;SQUID_INK;1927;28;;;;;1930;28;;;;;1928.5;-7640.67626953125
1;201600;KELP;2032;28;;;;;2035;28;;;;;2033.5;0.0
1;201600;RAINFOREST_RESIN;9992;31;;;;;10008;31;;;;;10000.0;2087.0
1;201700;RAINFOREST_RESIN;9992;26;;;;;10008;26;;;;;10000.0;2087.0
1;201700;SQUID_INK;1925;24;;;;;1927;4;1928;24;;;1926.0;-7633.771484375
1;201700;KELP;2032;24;;;;;2034;4;2035;24;;;2033.0;0.0
1;201800;RAINFOREST_RESIN;9992;34;;;;;10008;34;;;;;10000.0;2087.0
1;201800;SQUID_INK;1928;22;;;;;1930;3;1931;22;;;1929.0;-7762.4296875
1;201800;KELP;2032;22;;;;;2034;3;2035;22;;;2033.0;0.0
1;201900;KELP;2032;28;;;;;2034;7;2035;28;;;2033.0;0.0
1;201900;RAINFOREST_RESIN;9992;28;;;;;10008;28;;;;;10000.0;2087.0
1;201900;SQUID_INK;1926;28;;;;;1928;7;1929;28;;;1927.0;-7701.4765625
1;202000;SQUID_INK;1925;27;;;;;1928;27;;;;;1926.5;-7673.6953125
1;202000;KELP;2032;27;;;;;2035;27;;;;;2033.5;0.0
1;202000;RAINFOREST_RESIN;9992;27;;;;;10008;27;;;;;10000.0;2087.0
1;202100;RAINFOREST_RESIN;9992;34;;;;;10003;4;10008;34;;;9997.5;2087.0
1;202100;SQUID_INK;1926;3;1925;27;;;1928;23;;;;;1927.0;-7665.57421875
1;202100;KELP;2034;3;2032;27;;;2035;23;;;;;2034.5;0.0
1;202200;RAINFOREST_RESIN;9992;27;;;;;10008;27;;;;;10000.0;2087.0
1;202200;SQUID_INK;1926;27;;;;;1929;27;;;;;1927.5;-7700.8125
1;202200;KELP;2032;27;;;;;2035;27;;;;;2033.5;0.0
1;202300;KELP;2032;29;;;;;2035;29;;;;;2033.5;0.0
1;202300;RAINFOREST_RESIN;9992;30;;;;;10008;30;;;;;10000.0;2087.0
1;202300;SQUID_INK;1927;29;;;;;1930;29;;;;;1928.5;-7731.03515625
1;202400;SQUID_INK;1927;23;;;;;1930;23;;;;;1928.5;-7721.6640625
1;202400;KELP;2032;23;;;;;2035;23;;;;;2033.5;0.0
1;202400;RAINFOREST_RESIN;9992;33;;;;;10008;33;;;;;10000.0;2087.0
1;202500;RAINFOREST_RESIN;10001;1;9992;34;;;10008;34;;;;;10004.5;2087.0
1;202500;SQUID_INK;1927;27;;;;;1930;26;;;;;1928.5;-7729.8203125
1;202500;KELP;2032;27;;;;;2035;26;;;;;2033.5;0.0
1;202600;RAINFOREST_RESIN;9992;28;;;;;10003;2;10008;28;;;9997.5;2088.0
1;202600;SQUID_INK;1926;25;;;;;1929;25;;;;;1927.5;-7762.0087890625
1;202600;KELP;2032;25;;;;;2035;25;;;;;2033.5;0.0
1;202700;KELP;2032;29;;;;;2035;29;;;;;2033.5;0.0
1;202700;RAINFOREST_RESIN;9997;4;9992;33;;;10008;33;;;;;10002.5;2088.0
1;202700;SQUID_INK;1927;29;;;;;1931;29;;;;;1929.0;-7765.017578125
1;202800;SQUID_INK;1929;22;;;;;1932;22;;;;;1930.5;-7768.6513671875
1;202800;KELP;2032;22;;;;;2035;22;;;;;2033.5;0.0
1;202800;RAINFOREST_RESIN;9992;27;;;;;10008;27;;;;;10000.0;2088.0
1;202900;RAINFOREST_RESIN;9992;25;;;;;9998;4;10008;25;;;9995.0;2088.0
1;202900;SQUID_INK;1929;26;;;;;1932;26;;;;;1930.5;-7767.9130859375
1;202900;KELP;2032;26;;;;;2035;26;;;;;2033.5;0.0
1;203000;RAINFOREST_RESIN;9997;8;9992;34;;;10008;34;;;;;10002.5;2096.0
1;203000;SQUID_INK;1928;30;;;;;1931;2;1932;28;;;1929.5;-7766.7412109375
1;203000;KELP;2032;30;;;;;2035;30;;;;;2033.5;0.0
1;203100;KELP;2032;24;;;;;2034;2;2035;24;;;2033.0;0.0
1;203100;RAINFOREST_RESIN;9992;25;;;;;10008;25;;;;;10000.0;2096.0
1;203100;SQUID_INK;1928;24;;;;;1930;2;1931;24;;;1929.0;-7765.4794921875
1;203200;SQUID_INK;1925;31;;;;;1928;31;;;;;1926.5;-7760.35009765625
1;203200;KELP;2032;31;;;;;2035;31;;;;;2033.5;0.0
1;203200;RAINFOREST_RESIN;9992;29;;;;;10008;29;;;;;10000.0;2096.0
1;203300;RAINFOREST_RESIN;9992;31;;;;;10008;31;;;;;10000.0;2096.0
1;203300;SQUID_INK;1928;1;1926;32;;;1929;2;1930;30;;;1928.5;-7762.81494140625
1;203300;KELP;2034;1;2032;32;;;2035;32;;;;;2034.5;0.0
1;203400;RAINFOREST_RESIN;9992;28;;;;;10008;28;;;;;10000.0;2096.0
1;203400;SQUID_INK;1928;22;;;;;1931;22;;;;;1929.5;-7766.2294921875
1;203400;KELP;2032;22;;;;;2035;22;;;;;2033.5;0.0
1;203500;KELP;2032;22;;;;;2035;22;;;;;2033.5;0.0
1;203500;RAINFOREST_RESIN;9992;26;;;;;10008;26;;;;;10000.0;2096.0
1;203500;SQUID_INK;1927;22;;;;;1931;22;;;;;1929.0;-7788.375
1;203600;SQUID_INK;1927;29;;;;;1930;29;;;;;1928.5;-7777.640625
1;203600;RAINFOREST_RESIN;9992;26;;;;;10008;26;;;;;10000.0;2096.0
1;203600;KELP;2032;29;;;;;2035;29;;;;;2033.5;0.0
1;203700;SQUID_INK;1928;25;;;;;1931;25;;;;;1929.5;-7791.53125
1;203700;KELP;2032;25;;;;;2035;25;;;;;2033.5;0.0
1;203700;RAINFOREST_RESIN;9992;25;;;;;10008;25;;;;;10000.0;2096.0
1;203800;SQUID_INK;1927;23;;;;;1931;23;;;;;1929.0;-7786.05859375
1;203800;RAINFOREST_RESIN;9992;33;;;;;10003;2;10008;33;;;9997.5;2096.0
1;203800;KELP;2032;23;;;;;2036;23;;;;;2034.0;0.0
1;203900;KELP;2033;5;2032;25;;;2036;25;;;;;2034.5;0.0
1;203900;RAINFOREST_RESIN;9992;30;;;;;9998;4;10008;30;;;9995.0;2096.0
1;203900;SQUID_INK;1929;30;;;;;1932;25;;;;;1930.5;-7834.4638671875
1;204000;RAINFOREST_RESIN;9992;28;;;;;10008;28;;;;;10000.0;2104.0
1;204000;KELP;2032;24;;;;;2033;5;2036;24;;;2032.5;0.0
1;204000;SQUID_INK;1928;19;;;;;1931;24;;;;;1929.5;-7833.474609375
1;204100;KELP;2034;1;2033;6;2032;23;2036;23;;;;;2035.0;0.0
1;204100;SQUID_INK;1931;1;1929;29;;;1932;23;;;;;1931.5;-7834.33544921875
1;204100;RAINFOREST_RESIN;9992;31;;;;;10003;5;10008;31;;;9997.5;2104.0
1;204200;SQUID_INK;1928;27;;;;;1930;2;1931;27;;;1929.0;-7833.3681640625
1;204200;RAINFOREST_RESIN;9992;34;;;;;10008;34;;;;;10000.0;2104.0
1;204200;KELP;2032;27;;;;;2034;2;2035;1;2036;26;2033.0;0.0
1;204300;KELP;2032;34;;;;;2036;26;;;;;2034.0;0.0
1;204300;SQUID_INK;1931;8;1930;26;;;1934;26;;;;;1932.5;-7835.9140625
1;204300;RAINFOREST_RESIN;9992;26;;;;;10008;26;;;;;10000.0;2104.0
1;204400;RAINFOREST_RESIN;10001;1;9992;34;;;10008;34;;;;;10004.5;2104.0
1;204400;KELP;2032;23;;;;;2035;2;2036;21;;;2033.5;0.0
1;204400;SQUID_INK;1930;23;;;;;1933;23;;;;;1931.5;-7835.71923828125
1;204500;KELP;2034;4;2032;30;;;2035;1;2036;29;;;2034.5;0.0
1;204500;SQUID_INK;1933;4;1931;30;;;1934;30;;;;;1933.5;-7836.43603515625
1;204500;RAINFOREST_RESIN;9992;35;;;;;10003;4;10008;35;;;9997.5;2105.0
1;204600;SQUID_INK;1932;25;;;;;1936;25;;;;;1934.0;-7837.9404296875
1;204600;RAINFOREST_RESIN;9992;30;;;;;10008;30;;;;;10000.0;2105.0
1;204600;KELP;2032;25;;;;;2036;25;;;;;2034.0;0.0
1;204700;KELP;2032;31;;;;;2036;31;;;;;2034.0;0.0
1;204700;SQUID_INK;1933;1;1932;30;;;1936;31;;;;;1934.5;-7838.09033203125
1;204700;RAINFOREST_RESIN;9997;5;9992;26;;;10008;26;;;;;10002.5;2105.0
1;204800;RAINFOREST_RESIN;9992;34;;;;;10008;34;;;;;10000.0;2105.0
1;204800;KELP;2032;29;;;;;2036;29;;;;;2034.0;0.0
1;204800;SQUID_INK;1933;1;1932;28;;;1936;29;;;;;1934.5;-7838.123046875
1;204900;KELP;2033;2;2032;30;;;2036;32;;;;;2034.5;0.0
1;204900;SQUID_INK;1933;32;;;;;1936;32;;;;;1934.5;-7838.20556640625
1;204900;RAINFOREST_RESIN;9992;31;;;;;10008;31;;;;;10000.0;2105.0
1;205000;SQUID_INK;1934;28;;;;;1937;28;;;;;1935.5;-7839.6015625
1;205000;RAINFOREST_RESIN;9997;2;9992;28;;;10008;28;;;;;10002.5;2105.0
1;205000;KELP;2033;2;2032;26;;;2036;28;;;;;2034.5;0.0
1;205100;SQUID_INK;1933;23;;;;;1936;23;;;;;1934.5;-7838.19287109375
1;205100;KELP;2033;23;;;;;2036;23;;;;;2034.5;0.0
1;205100;RAINFOREST_RESIN;9992;27;;;;;10008;27;;;;;10000.0;2105.0
1;205200;RAINFOREST_RESIN;9992;29;;;;;10008;29;;;;;10000.0;2105.0
1;205200;KELP;2033;23;;;;;2036;23;;;;;2034.5;0.0
1;205200;SQUID_INK;1932;23;;;;;1935;23;;;;;1933.5;-7837.74609375
1;205300;SQUID_INK;1935;1;1933;2;1932;27;1936;29;;;;;1935.5;-7838.14306640625
1;205300;KELP;2035;1;2033;29;;;2036;29;;;;;2035.5;0.0
